,accuracy,loss
0,0.5985913276672363,1.8209777124244013
1,0.6040138602256775,1.8026179563934535
2,0.6022735834121704,1.8055681212386496
3,0.603983998298645,1.8004858466701794
4,0.6039988994598389,1.8064445388606838
5,0.6016163229942322,1.8124862315754726
6,0.6025648713111877,1.8096742763045321
7,0.6047084927558899,1.8086665257015324
8,0.6033565998077393,1.8051703275999624
9,0.6031250357627869,1.8004174279583962
10,0.6013922095298767,1.8092616703306459
11,0.6037599444389343,1.804324103450956
12,0.6019001007080078,1.8048632933323012
13,0.60198974609375,1.8115354131178172
14,0.6027740240097046,1.804618045431914
15,0.6020644307136536,1.8093908509716212
16,0.6018776893615723,1.807498235145351
17,0.6038346290588379,1.8063136885791322
18,0.6035656929016113,1.8108368720176757
19,0.6035134196281433,1.803273378804589
20,0.6040288209915161,1.798934719780246
21,0.6042528748512268,1.7993807044887633
22,0.6037076115608215,1.807421188630296
23,0.6041707396507263,1.7968906689439528
24,0.6052014231681824,1.8025984594036721
25,0.6029458045959473,1.798926757957354
26,0.6023184061050415,1.8044758041269378
27,0.6051491498947144,1.7920435114237228
28,0.6025648713111877,1.8060913905762914
29,0.6030802130699158,1.8012803003757116
30,0.6070164442062378,1.7878721112917755
31,0.6049325466156006,1.7970816818316542
32,0.6036627888679504,1.8069885728510338
33,0.6046935319900513,1.7943647507441072
34,0.6049699187278748,1.793606634780589
35,0.6040064096450806,1.793537350440512
36,0.6046412587165833,1.800775220840998
37,0.6037524342536926,1.7973551846201583
38,0.6055898070335388,1.788749303215924
39,0.6052387952804565,1.790564589240579
40,0.605627179145813,1.7876180226521858
41,0.6033939123153687,1.8015545480179334
42,0.6054105758666992,1.7914506128683634
43,0.6049699187278748,1.7921562603775316
44,0.606501042842865,1.7902010762281746
45,0.6051790118217468,1.7978021715731691
46,0.6045591235160828,1.7909643531634518
47,0.6068819761276245,1.7891146273465743
48,0.6043125987052917,1.7908368520070834
49,0.6062097549438477,1.7860444504888136
50,0.605216383934021,1.7883042406266896
51,0.6058810949325562,1.7899214344435088
52,0.6060006022453308,1.7919111472894365
53,0.6053657531738281,1.7920443983570062
54,0.607733428478241,1.7861875043839843
55,0.6061350703239441,1.7934350297343569
56,0.6070985794067383,1.7840455702040212
57,0.6052836179733276,1.7847798970770534
58,0.605933427810669,1.7891959995064746
59,0.6066429615020752,1.7849710663616156
60,0.6038122177124023,1.7956432820135741
