epoch,loss,acc
1,1.9966323375701904,0.4219197630882263
2,1.6845262050628662,0.49216094613075256
3,1.605042815208435,0.511231541633606
4,1.5605202913284302,0.5230478644371033
5,1.5295779705047607,0.5309440493583679
6,1.5081897974014282,0.5365885496139526
7,1.4959763288497925,0.5401875972747803
8,1.481149435043335,0.5437180995941162
9,1.4700785875320435,0.5468789935112
10,1.4609310626983643,0.5489883422851562
11,1.4541069269180298,0.5508794188499451
12,1.447540044784546,0.552628755569458
13,1.4422293901443481,0.5538662075996399
14,1.437226414680481,0.555327832698822
15,1.4330177307128906,0.5559740662574768
16,1.4292726516723633,0.5573513507843018
17,1.4261770248413086,0.5581099390983582
18,1.422407865524292,0.559069812297821
19,1.4199848175048828,0.5595169067382812
20,1.4168497323989868,0.5604730844497681
21,1.4141727685928345,0.5610683560371399
22,1.4119305610656738,0.561737060546875
23,1.4092928171157837,0.5625638961791992
24,1.407869577407837,0.5628741979598999
25,1.4053876399993896,0.5633768439292908
26,1.403444528579712,0.5640576481819153
27,1.4011220932006836,0.5646294355392456
28,1.4005472660064697,0.564877986907959
29,1.3982034921646118,0.5653553009033203
30,1.396760106086731,0.5655689239501953
31,1.395349383354187,0.5662497282028198
32,1.394444227218628,0.5661691427230835
33,1.3925613164901733,0.5667853951454163
34,1.3911086320877075,0.567314863204956
35,1.390466332435608,0.5676742792129517
36,1.3891366720199585,0.5680848956108093
37,1.388231873512268,0.5680645108222961
38,1.3880497217178345,0.5680972337722778
39,1.3861416578292847,0.568561315536499
40,1.384495735168457,0.5690290331840515
41,1.3841136693954468,0.5693103075027466
42,1.3826779127120972,0.5695742964744568
43,1.3819748163223267,0.5697999596595764
44,1.3812919855117798,0.5698475241661072
45,1.3809865713119507,0.5700148940086365
46,1.3801989555358887,0.5704184174537659
47,1.3793129920959473,0.5706515312194824
48,1.3783260583877563,0.5707367062568665
49,1.3779520988464355,0.5707499980926514
50,1.3774224519729614,0.5709293484687805
51,1.3774226903915405,0.5708586573600769
52,1.3763997554779053,0.5713081955909729
53,1.376262903213501,0.5712726712226868
54,1.3754538297653198,0.5716138482093811
55,1.37514328956604,0.5716200470924377
56,1.3738244771957397,0.5718448162078857
57,1.373455286026001,0.5719525814056396
58,1.3748085498809814,0.5717824101448059
59,1.3735729455947876,0.5720831751823425
60,1.3724770545959473,0.57252436876297
61,1.3711224794387817,0.5726929306983948
62,1.3708748817443848,0.5727345943450928
63,1.3701109886169434,0.5730195641517639
64,1.3708999156951904,0.5729151964187622
65,1.3694345951080322,0.5730300545692444
66,1.370497465133667,0.5728877186775208
67,1.3696691989898682,0.5730708241462708
68,1.3683089017868042,0.5732613205909729
69,1.3707042932510376,0.5726664066314697
70,1.3676464557647705,0.5735608339309692
71,1.3678158521652222,0.5735410451889038
72,1.3680754899978638,0.5735703706741333
73,1.3668911457061768,0.5736889243125916
74,1.3667106628417969,0.5740495324134827
75,1.3660019636154175,0.5740967988967896
76,1.3656672239303589,0.5740220546722412
77,1.3649613857269287,0.5742878913879395
78,1.3650673627853394,0.5745201110839844
79,1.3652068376541138,0.5743694305419922
80,1.3659112453460693,0.5740239024162292
81,1.3651745319366455,0.5742718577384949
82,1.3647823333740234,0.5743984580039978
83,1.3642592430114746,0.5744583606719971
84,1.3644020557403564,0.5746985673904419
85,1.3632395267486572,0.5748939514160156
86,1.363084316253662,0.5748754739761353
87,1.362068772315979,0.5751591920852661
88,1.3621535301208496,0.5752224922180176
89,1.3611944913864136,0.5752120018005371
90,1.3611477613449097,0.5753298997879028
91,1.3613370656967163,0.5755682587623596
92,1.3605797290802002,0.5754392147064209
93,1.3595889806747437,0.5756608843803406
94,1.3606452941894531,0.5756998062133789
95,1.3593764305114746,0.5758264064788818
96,1.359702467918396,0.5757421255111694
97,1.359664797782898,0.576066255569458
98,1.3586527109146118,0.5761449933052063
99,1.3587424755096436,0.5759795308113098
100,1.3601306676864624,0.575739324092865
101,1.3588578701019287,0.5758699178695679
102,1.3580610752105713,0.5760906934738159
103,1.3586528301239014,0.5761366486549377
104,1.358139991760254,0.5762759447097778
105,1.3589575290679932,0.5757800936698914
106,1.3587464094161987,0.5761277079582214
107,1.3578327894210815,0.576272189617157
108,1.3568686246871948,0.5764636397361755
109,1.3567906618118286,0.5766671299934387
110,1.3574422597885132,0.5764515995979309
111,1.3575443029403687,0.5765232443809509
112,1.3568059206008911,0.5763599276542664
113,1.356252670288086,0.5767652988433838
114,1.3559781312942505,0.5767776370048523
115,1.3561084270477295,0.5767192840576172
116,1.3558645248413086,0.5766504406929016
117,1.3551902770996094,0.576812207698822
118,1.355549693107605,0.5770209431648254
119,1.35547935962677,0.5767844319343567
120,1.355124831199646,0.5768992900848389
121,1.354514241218567,0.5770851373672485
122,1.3553211688995361,0.5769928097724915
123,1.3563406467437744,0.5767313241958618
124,1.354952335357666,0.5769249200820923
125,1.354448676109314,0.5772206783294678
126,1.354612112045288,0.5772570967674255
127,1.3547407388687134,0.5772604942321777
128,1.3537193536758423,0.5773182511329651
129,1.3536580801010132,0.577297568321228
130,1.353558897972107,0.5773012638092041
131,1.352772831916809,0.5777974128723145
132,1.3530858755111694,0.5775408744812012
133,1.3534408807754517,0.5774886608123779
134,1.3531728982925415,0.5776152610778809
135,1.352441668510437,0.5777400135993958
136,1.3529372215270996,0.5774161219596863
137,1.3526227474212646,0.5778036117553711
138,1.3526657819747925,0.5775744915008545
139,1.352056622505188,0.5778174996376038
140,1.3523398637771606,0.5777304172515869
141,1.3525069952011108,0.5775192379951477
142,1.3518890142440796,0.5777727365493774
143,1.3513741493225098,0.5779274106025696
144,1.3513054847717285,0.5778168439865112
145,1.3514893054962158,0.5776637196540833
146,1.3523714542388916,0.5777437090873718
147,1.3522224426269531,0.5777088403701782
148,1.350936770439148,0.578225314617157
149,1.3509109020233154,0.57820063829422
150,1.350448727607727,0.5781716108322144
151,1.3515797853469849,0.5778458714485168
152,1.3512533903121948,0.5781568288803101
153,1.351796269416809,0.5778310894966125
154,1.3512729406356812,0.5783939361572266
155,1.3508877754211426,0.5784183144569397
156,1.3508036136627197,0.5779916048049927
157,1.350556492805481,0.5783204436302185
158,1.3507859706878662,0.5783179402351379
